Review,Summary,Sentiment
n't wast money,stop work 3 month servic centr 30km away,0.0
good,heat time high 30 minitu high power consid wast money,0.0
moder,good qualiti time ever watar eat,0.0
moder,product work five month wast money,0.0
useless product,bad get fire,0.0
good,work,0.0
poor,wast maney,0.0
meet expect,work,0.0
horribl,work,0.0
absolut rubbish,worst product eververi short cabel 1mtr approxbecom useless 2 day useslow heat even though 1500w,0.0
expect better product,qualiti good,0.0
worthless,bad,0.0
fair,take 20 25 minut heat bucket water power led indic,0.0
worthless,worst producttoday shock heavilydont buy product,0.0
good,goodcoil deform easili day useand unabl mount bucket due plastic clamp rather aluminium clamp,0.0
n't wast money,product worst,0.0
expect better product,good bad,0.0
wast money,vest product,0.0
wast money,bad,0.0
meet expect,bad,0.0
good,wast,0.0
absolut rubbish,wast money,0.0
fair,bad qualiti,0.0
nice,markit 2000w take hr boil 15l waterim disappoint,0.0
poor,wast money low qualiti product wire burnt one month use,0.0
good,poor product,0.0
nice,wast product wire size small current shock vasthundi,0.0
bad qualiti,pin becom hot sometimeotherwis goodfast heat reviw one monthstop heatingit gonewast money,0.0
job,worst product work 1month dont bug one,0.0
good,work great wire qualiti good long last product dont purchas,0.0
nice,good best,0.0
okay,wire good averag item,0.0
moder,insid wire burn work use day,0.0
okay,low qualiti,0.0
fair,good,0.0
expect better product,bad qualiti give electr short,0.0
nice,good,0.0
hate,product got damag 15 day poor product platform nit trustablemani time use buy platform make disappoint,0.0
terribl product,squarewav invrter heavi nois insid purchas cheat,0.0
hate,pure sine wave invert bed product,0.0
worst experi ever,bad product,0.0
fair,flipkart enhanc pack polici pack littl bit weak amazon,0.0
bad qualiti,damag item,0.0
poor,item demej givin greturn moni,0.0
recommend,worst ever pack transport got product broken seem broken transit adequ thermoco kept box thermoco broken good shape spare fuse smash invert panel bodi crush one end two leg broken invert work,0.0
terribl product,actual order 900eb sinewav item given 700eb sinewav,0.0
worthless,pure sine wave invert,0.0
wast money,batteri termin cabl short lenth,0.0
unsatisfactori,worst product dont buy,0.0
n't wast money,bad invert poor charg,0.0
unsatisfactori,charg,0.0
wast money,bad wast money plz dont pursec im purchas sep 2021 work 15 day dont buy,0.0
wast money,good,0.0
poor,bad work,0.0
worthless,bad,0.0
wast money,instal date 1st aug still instal companyi alreadi raos complain resolv flipkart till time,0.0
worth everi penni,batteri low problem,0.0
unsatisfactori,damag product dont buy u go lumin zelio1100 seri,0.0
bad qualiti,high beep sound bodi full shock electr,0.0
bad qualiti,ok fun hame sound,0.0
moder,invert got faulti one month purchasebrunt run condit,0.0
bad qualiti,bad product hate,0.0
worthless,worst product use 1 day invert got full smoke charg use 150ah battrey proper respons custom care microtek servic even readi take return worst servic,0.0
recommend,switch,0.0
recommend,bad product 1month work,0.0
job,product good deliveri system fail item,0.0
unsatisfactori,worst product,0.0
unsatisfactori,okay,0.0
fair,defect month,0.0
terribl product,bad productdont buywithin one week invert damagednot workingreturn period endsham flipkartveri shame,0.0
terribl product,poor qualiti pack damag product receiv,0.0
utterli disappoint,work one weekveri poor,0.0
bad qualiti,gete heat,0.0
expect better product,good product old model problem voltag high,0.0
meet expect,charg work,0.0
good,riperig karva mate,0.0
realli nice,nice happi,0.0
bad qualiti,ju bought let know post usag,0.0
worthless,poor qualiti use product bad product flipkart,0.0
expect better product,good,0.0
decent product,get deliveri delay provid exact product order,0.0
poor,worst invert ever seen alway overload low batteri alarm show power get restor 78 hour power cut,0.0
n't wast money,reciev damag piec mention box charg saw time flipkart also mention product snoon bill repair time servic engin ask sno,0.0
fair,pure sinewav fair,0.0
poor,damag one absolut cheat polar chang input power lead short circuit spend lot correct truli bad exprnc,0.0
terribl product,poor work,0.0
nice,good,0.0
good,pure sine wave noic problem,0.0
wonder,product damag,0.0
micro tech invetor,workingworst product,0.0
useless product,pure sine wave invert wrong specif given flipkarget ham fan run invert load,0.0
recommend,buy,0.0
horribl,damag piec reciev wastag money,0.0
meet expect,verri bed,0.0
worthless,bad qualiti,0.0
absolut rubbish,receiv use product pack suffici judg thermaco wire pack sticker fade colour proof product use someon return sold,0.0
good,invert ok con cool fan nois littl annoy up mode perfect even up mode small fluctuat electr goe come back pro pure sinewav technolog noic applianc batteri charg faster,0.0
could way better,useless happi product face problem product,0.0
fabul,good invert use last 3 month problem,0.0
poor,invert work 3 month,0.0
worth money,good product deliveri delhiveri worst,0.0
30+ hr charg 150 ah batteri,bad experienceaft 1 month use notic overcharg batteri heat batteri well charg time 1012 hr per experi 30hr 150ah batteri,0.0
absolut rubbish,connect invertor tubulor batteri light blink bad product contact call centr gain,0.0
worth everi penni,nois free operationpur sin wave,0.0
n't wast money,good,0.0
nice,up heat,0.0
hate,cabinet power key damag,0.0
awesom,new invert buy one suffici famili 5 like invert market absolut nois silent oper,0.0
simpli awesom,unpack v guard product doubt price worthi,0.0
terribl product,backup problem,0.0
n't wast money,work,0.0
horribl,invert continu show overload without load bad experi,0.0
must buy,everyth good invert heat littl bit sine wave invert neg impact invert life time,0.0
utterli disappoint,stop work right 2 day start heat alot return qualiti assess horribl,0.0
hate,3 month charg issu charg batteryissu come,0.0
hate,product pack bad due poor packag product damag transport tri order replac also still condit disappoint v guard,0.0
recommend,worst product ever purchas flipkart faulti refundreturn polici fool custom,0.0
terrif,dont purchas flipkart onlinebad product purchas one month fire board,0.0
terribl product,bodi sketch,0.0
pretti good,problem,0.0
worthless,within month board damag,0.0
worthless,good,0.0
good,high power consumpt back timethi model batteri backup low,0.0
hate,mute invert,0.0
highli recommend,product good pack poor,0.0
good choic,far work good complaint,0.0
absolut rubbish,display doesnt work properli,0.0
pretti good,super compani batteri,0.0
wow,six month gone good work noth seen abnormaliti doubt go forward,0.0
worthless,bad,0.0
wast money,product damag,0.0
moder,voltag fluctuat up good switch sometim without indic work properli time purchas,0.0
moder,replac 2 diamond invert back side damag west money happi one time receiv replac damag wast money,0.0
n't wast money,good pleas purchas,0.0
bad qualiti,origin product defect replac sent howev replac wouldnt even power send back total wast time energi moneyam utterli disappoint dissatisfi,0.0
utterli disappoint,repair product bad happi product fake product poor,0.0
terribl product,poor,0.0
n't wast money,dont like,0.0
recommend,wasteof money work pack seal use dead product send wast money dont buy,0.0
hate,bad product,0.0
terribl product,bad product secondhand invert come thirdparti box orgin lumin invert came colour brand box there photo sachin tendulkar sir bad seller dont buy,0.0
poor,good,0.0
useless product,bad,0.0
recommend,work,0.0
moder,noth,0.0
decent product,product work,0.0
worth everi penni,work fine complaint,0.0
meet expect,faulti product,0.0
horribl,bad product,0.0
n't wast money,item work,0.0
hate,work,0.0
8 hr backup capac batteri,backup time mention 8 hour 5 fan 5 light 2 tv batteri capac need thisth power output 5 fan 5x80w 400 w 5 light 5x30w cfl 150 w 2 tv 2x100w 200w 750wfor 8 hour 750x8 6000 watt hour consid effeci 80 state product specif batteri capac need 6000 12 x 08 625 amper hour mean consid batteri 150 ah capac need 4 b,0.0
invert make nois irrit,invert make nois rune time call servic engg much satisfi,0.0
delight,receiv pure sine wave product1100 va 1000va 900 va confus guy came instal said size smaller 1100 va work fine exid batteri far,0.0
good,heavi nois,0.0
four star,use sinc month issu till,0.0
worthless,good,0.0
could way better,bought hum tv sound could gobut still money wast doubt pure sine wavedont buy,0.0
useless product,first one got work second unit got replac unit work fine bodi damag imperfect finish work return second one also,0.0
nice,product nice due long distanc transport receiv damag condit twicemanufactur pack good enough prevent damag,0.0
worthless,price product inflat flipkart cartoon product deliv show mrp price 6600 product came bad pack sure new product refurbish one,0.0
terribl product,use one week resist got damag,0.0
poor,buy product,0.0
slightli disappoint,hum nois even load,0.0
fair,neg button mcb invert u cutt ac mcb must place invert fan much noisyfan alway invert even 1w load itif u manag thing go otherwis choos anoth option,0.0
worthless,product work,0.0
nice product,product good two stand broken,0.0
terrif purchas,work fine though troubl batteri clamp,0.0
great product,bad product 1 month use charg problem,0.0
moder,damag product receiv lower stand broken caus physic damag product,0.0
nice,product u get 2 time damag,0.0
bad qualiti,pure sine wave invert mi tv reboot power cut,0.0
absolut rubbish,pathet condit reciev item bush bottom broken up give wier sound led bulb show overload,0.0
meet expect,stop work nowi purchas januari 2020,0.0
slightli disappoint,bad product work properli,0.0
good choic,use last one month run wellther complain side,0.0
recommend,flipkart poor product sell,0.0
worst experi ever,bad,0.0
good,im happi item,0.0
unsatisfactori,cheat damag,0.0
poor,show problem within 2 month use,0.0
wast money,receiv product seal box insid box product finish bad look like refurbish,0.0
good,low class pack seller,0.0
worthless,work dont purchas product form seller,0.0
could way better,receiv damag two side prefer purchas outsid market,0.0
hate,worst servic damag invert refund request respons,0.0
recommend,bad qualiti,0.0
bad servic,bad,0.0
horribl,defect product receiv,0.0
worst experi ever,damag low qualiti product,0.0
poor,poor,0.0
best market,low price market,0.0
wast money,third qualiti product,0.0
n't wast money,damag product,0.0
could way better,damag product,0.0
okay,product nice outer bodi dameg satisfi deliveri compani,0.0
value-for-money,bypass option,0.0
worth money,work fine good receiv messi box bent invert corner think mistak courier facil whatev work fine issu,0.0
slightli disappoint,pooar,0.0
n't wast money,worst product receiv damag product late deliveri broken item sent flipkart dont buy 2 item purchas item broken fulli damag,0.0
recommend,good pack damag,0.0
delight,bat product,0.0
fabul,bad,0.0
nice,product good pack worst,0.0
meet expect,microtek 700eb v5 failur model complent model,0.0
moder,good,0.0
moder,sine wave iam recomend,0.0
terribl product,bad product,0.0
wast money,wrist product,0.0
horribl,receiv non work product,0.0
unsatisfactori,noy work,0.0
hate,worst product,0.0
worth money,averag would say good,0.0
meet expect,third class productstop work return period get,0.0
n't wast money,poor responc flip card item defect,0.0
worst experi ever,bad product,0.0
could way better,nois come power cut,0.0
nice,worst product work good alway face problem,0.0
decent product,work,0.0
decent product,product good damag bodi,0.0
terrif,one use iltt 18048 150 ah lumin batteri zelio 900va1100va up systemh gain stabilitylong backupmaximum load long durat batteri life less line loss ac supplyidl ac load up 30 wattsi 2 system homejust switch eco mode load normal long backupif need up suppli directli pc run without upsswitch up modeonli precaut taken load voltag stabil tvset,0.0
delight,great work done lumin purchas zelio use normal invertor whenev power cut occur led tv automat use turn fan produc hum sound old invertor sinc use zelio neither fan sound hum televis got auto turnoff even dont even differenti power cut happen notonli neg point deliveri got product deliv 3 day origin deliveri date,0.0
good reliabl sine wave invertor,use 3 month quick charg good backup time display good featur like mcb bypass switch sometim blue show overload even though load much restart up solv issu happen twice 3 month issu face faron regret unavail batteri water level indic cabl check ecommerc site local vendor lumin offici websit one doesnt work point adv,0.0
5 day item stop work,plan buy product pleas reconsid bad experi item stop work 5th dayupd given faulti item replac replac seem work thank flipkart return polici,0.0
